ID,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,ACCIDENT_IDENTIFIER,SYSTEM_PART_INVOLVED,PIPE_FAC_NAME,DESIGNATED_LOCATION,FEDERAL,LOCATION_TYPE,INCIDENT_AREA_TYPE,CROSSING,PIPE_FACILITY_TYPE,INSTALLATION_YEAR,ITEM_INVOLVED,MATERIAL_INVOLVED,RELEASE_TYPE,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,WATER_CONTAM_IND,COULD_BE_HCA,COMMODITY_REACHED_HCA,ACCIDENT_PSIG,ACCIDENT_PRESSURE,INTERNAL_INSPECTION_IND,OPERATION_COMPLICATIONS_IND,PIPELINE_FUNCTION,SCADA_IN_PLACE_IND,CPM_IN_PLACE_IND,CAUSE,CAUSE_DETAILS,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER
35,29.900874,-94.005656,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,PORT ARTHUR TANK FARM,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1971,SCRAPER/PIG TRAP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,YES,440.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,90.0,50.0,0.0,5000.0,0.0
36,29.61026,-95.182479,CRUDE OIL,6.0,0.0,6.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,ECHO TERMINAL,SURVEY STATION NO.,YES,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2015,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,264.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,0.0,430.0,30000.0,240000.0,22000.0,0.0
37,27.821954,-97.514374,CRUDE OIL,2.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,CORPUS CHRISTI WEST,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2018,OTHER,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,NO,20.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,0.0,70.0,5000.0,4000.0,0.0,0.0
38,33.208095,-92.62812,CRUDE OIL,6.0,0.0,6.0,0,0,STATIC SHUT-IN TEST OR OTHER PRESSURE OR LEAK TEST,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,AMERICAN STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTRASTATE,UNKNOWN,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,NO,133.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,0.0,220.0,2000.0,1000.0,500.0,0.0
39,44.00288,-105.97574,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,25.0,0.0,25.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,IBERLIN PUMP STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2017,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,NO,NO,721.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,3500.0,36754.0,2375.0,0.0,0.0
40,31.51420075,-103.4553,CRUDE OIL,3.8,0.0,3.8,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,BARSTOW STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2023,SCRAPER/PIG TRAP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,135.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,INCORRECT OPERATION,WRONG EQUIPMENT SPECIFIED OR INSTALLED,0.0,500.0,2500.0,4000.0,0.0,0.0
41,38.938333,-99.760555,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,36.0,4.0,0.0,0,0,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,OGALLAH PUMP STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,NO,1219.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,40000.0,1700.0,100000.0,0.0,0.0,0.0
42,29.92956,-94.52898,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.8,0.0,0.0,0,0,GROUND PATROL BY OPERATOR OR ITS CONTRACTOR,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PORT ARTHUR TO WEST STORAGE,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,1999,OTHER,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,NO,NO,NO,NO,1336.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,50.0,40000.0,0.0,0.0,0.0
43,29.37092,-94.91177,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,14.77,0.0,0.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES","TXCA 4"" AND 3""",SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,UNKNOWN,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,YES,390.0,PRESSURE DID NOT EXCEED MOP,NO,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,0.0,20015.0,0.0,0.0,500.0
45,32.781037,-88.04634,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.33,0.0,0.33,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,BOLIGEE DELIVERY,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,YES,0.25,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,30.0,0.0,22449.0,24607.0,0.0
47,32.01212,-102.01672,CRUDE OIL,3.0,0.0,3.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,MIDLAND SOUTH,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,2018,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,NO,9.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,200.0,142000.0,72000.0,0.0,0.0
48,41.565023,-109.980225,CRUDE OIL,0.4,0.0,0.4,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,WAMSUTTER (SLC CORE),MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2022,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,NO,113.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,10.0,60.0,806.0,0.0,0.0
49,32.983557,-96.191194,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,0.0,5.0,0,0,NOTIFICATION FROM PUBLIC,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,PASADENA TO GREENVILLE,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,UNKNOWN,"TAP FITTING(STOPPLE, THREAD-O-RING, WELD-O-LET, ETC.)",MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,YES,45.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,420.0,150.0,2000.0,0.0,0.0
51,30.71091977,-91.28374885,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,0.0,3.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",BATON ROUGE JUNCTION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,1978,VALVE,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,NO,50.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,325.0,5000.0,0.0,33000.0,0.0
52,33.27947753,-97.75348256,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.1,0.0,0,0,OTHER,"ONSHORE PIPELINE, INCLUDING VALVE SITES",EAST CHICO TO JUNCTION,SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,2019,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,NO,NO,NO,NO,655.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,EXTERNAL CORROSION,0.0,222.0,750000.0,0.0,0.0,0.0
54,42.85205,-106.357027,CRUDE OIL,8.0,0.0,8.0,0,0,OTHER,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,FRONTIER LATERAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,INSTRUMENTATION,CARBON STEEL,OVERFILL OR OVERFLOW,NO,YES,NO,YES,YES,121.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,616.0,6000.0,186365.0,55000.0,0.0
55,32.438883,-94.825234,CRUDE OIL,0.24,0.0,0.24,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,KILGORE STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1984,FLANGE ASSEMBLY,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,50.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,35.0,3229.0,2345.0,2545.0,0.0
56,30.103333,-91.809444,CRUDE OIL,8.0,0.0,8.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ST. MARTINVILLE PUMP STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2018,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,1100.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,500.0,20000.0,24000.0,106000.0,0.0
57,32.01212,-102.01672,CRUDE OIL,49.8,0.0,49.8,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,MIDLAND PMT,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2011,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,NO,0.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,0.0,3587.0,400.0,35000.0,0.0,0.0
59,32.70527571,-88.18641641,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,EPES STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,2013,SUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,301.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,492.0,25000.0,255000.0,917144.0,0.0
60,29.61569,-90.69316,CRUDE OIL,0.19,0.0,0.19,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,"24"" ZYDECO PIPELINE",MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2016,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,NO,NO,695.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,14.0,3000.0,3000.0,0.0,0.0
61,36.003898,-96.444051,CRUDE OIL,5.0,0.0,5.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,"DEEPROCK OIL OPERATING, INC",SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTRASTATE,2011,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,20.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,0.0,16860.0,0.0,0.0,13460.0
62,29.067838,-97.367731,CRUDE OIL,1.69,0.0,1.69,0,0,CONTROLLER,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,DEWITT STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2013,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,NO,356.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,124.0,15000.0,1000.0,0.0,0.0
63,29.991722,-93.986597,CRUDE OIL,6.0,0.0,6.0,0,0,GROUND PATROL BY OPERATOR OR ITS CONTRACTOR,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,P66 BEAUMONT TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,188.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,420.0,6500.0,4300.0,4000.0,0.0
64,31.829998,-104.237371,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.8,0.0,1.8,0,0,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ARTESIA TO EL PASO SOUTH/ORLA TO EL PASO TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,1100.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,0.0,20000.0,750.0,45000.0,0.0
65,37.862798,-85.716963,CRUDE OIL,2.2,0.0,2.2,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,"OWENSBORO - CATLETTSBURG 24"" CRUDE",MILEPOST,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,2004,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,80.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,0.0,60.0,32620.0,5943.0,6500.0,0.0
66,39.32476,-87.89883,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.5,0.0,4.5,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,"WOOD RIVER - CLERMONT 10"" PRODUCTS",SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,1993,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,235.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,0.0,345.0,17140.0,24240.0,0.0,0.0
67,30.000589,-93.992382,CRUDE OIL,2.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NEDERLAND TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2010,RELIEF LINE AND RELIEF EQUIPMENT,CARBON STEEL,LEAK-CRACK,NO,NO,NO,YES,YES,88.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,200.0,2000.0,1000.0,200.0,0.0
68,48.211942,-96.435319,CRUDE OIL,0.12,0.0,0.12,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,VIKING STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,1954,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,NO,485.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,10.0,20500.0,150000.0,130000.0,0.0
69,31.818508,-102.333491,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.28,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ODESSA STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2023,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,1200.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,78.0,1000.0,7500.0,5000.0,0.0
70,32.019316,-96.783384,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,11.0,0.0,0.0,0,0,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","ONSHORE PIPELINE, INCLUDING VALVE SITES",WEST GRAND PRIX JCT TO MONT BELVIEU,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2019,SCRAPER/PIG TRAP,MATERIAL OTHER THAN CARBON STEEL,LEAK-OTHER,NO,NO,NO,NO,NO,1109.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,412.0,0.0,0.0,0.0,1200.0
71,32.0173,-102.0277,CRUDE OIL,19.2,0.0,19.2,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,MIDLAND MESA EAST,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,2016,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,5.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,0.0,1365.0,500.0,55000.0,0.0,0.0
73,32.69511,-103.281434,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,12.8,0.1,0.0,0,0,NOTIFICATION FROM PUBLIC,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,LINAM RANCH - SITE 1012,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2023,SCRAPER/PIG TRAP,MATERIAL OTHER THAN CARBON STEEL,LEAK-OTHER,NO,NO,NO,YES,YES,763.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,500.0,100.0,500.0,0.0,0.0
74,40.743921,-89.044357,CRUDE OIL,2.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",LINE 55,MILEPOST,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1953,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,NO,389.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,OTHER ACCIDENT CAUSE,UNKNOWN,0.0,150.0,111800.0,20000.0,191455.0,0.0
